Artist Name,Popularity,danceability,energy,key,loudness,mode,speechiness,liveness,valence,tempo,duration_in min/ms,time_signature,Class
Lata Mangeshkar,3,412,492,5.0,-7991,1,0.0991,115,969,81305,2.817783333,4,Metal
Electroforez,52,577,0.92,,-6.16,1,86,0.0713,226,119967,232000.0,4,Blues
Howlin' Wolf,46,721,0.62,9.0,-9775,1,0.0326,344,644,118696,172827.0,4,Pop
Nekrogoblikon,43,0.52,982,7.0,-3855,0,0.0502,0.12,723,150944,186137.0,4,Instrumental
Simple Creatures,54,0.56,849,6.0,-4949,0,164,408,541,92319,177274.0,4,Bollywood
Evildead,30,433,947,8.0,-12672,0,0.0781,383,251,99824,257667.0,4,Instrumental
Crowded House,47,519,702,9.0,-7125,1,0.0289,137,366,97042,207522.0,4,Bollywood
Finger Eleven,72,644,939,11.0,-3486,0,0.0456,233,861,106031,208107.0,4,Instrumental
Mars Red Sky,49,416,466,9.0,-8718,1,0.0363,0.12,357,119085,329627.0,4,Instrumental
Asking Alexandria,60,213,957,3.0,-2967,1,235,394,157,196118,242080.0,3,Instrumental
Royal Blood,56,568,871,1.0,-5235,1,0.0494,0.36,693,133064,197933.0,4,Bollywood
Orden Ogan,51,406,945,2.0,-2278,0,0.0673,233,178,92464,275746.0,4,Instrumental
Radiohead,73,255,393,5.0,-10654,1,0.0278,113,118,76426,229120.0,4,Blues
Jethro Tull,38,443,401,5.0,-13997,1,0.0426,168,751,168209,182587.0,3,Bollywood
Big Mama Thornton,54,563,542,9.0,-10862,1,0.0962,355,785,133285,181000.0,4,Pop
Adrián Otero,20,736,564,8.0,-6871,1,55,227,713,117824,242706.0,4,Pop
A,69,508,0.33,4.0,-14071,1,0.0265,114,101,96818,286293.0,4,Instrumental
Motel Marys,26,324,832,2.0,-5.95,1,0.0765,281,372,130044,155846.0,4,Blues
The Chainsmokers,83,617,635,11.0,-6769,0,0.0317,164,446,103019,247160.0,4,Country
Dr. John,47,453,562,5.0,-10233,0,45,0.0463,463,156654,514867.0,4,Pop
Anorak Patch,27,191,0.91,7.0,-8936,1,0.0476,131,136,174929,220355.0,4,Bollywood
BERWYN,51,468,484,1.0,-7432,0,302,161,0.37,89944,171568.0,4,Country
Eades,29,577,853,8.0,-4492,1,0.0317,189,805,125.64,183065.0,4,Bollywood
The Killers,82,352,911,1.0,-5.23,1,0.0747,0.0995,236,148033,222973.0,4,Blues
Punkband,19,665,805,4.0,-5754,1,0.0539,445,417,135065,179200.0,4,Blues
Fizzler,53,858,737,3.0,-4854,0,0.36,0.0797,796,144974,175448.0,4,Alt_Music
Violent Femmes,56,0.41,763,4.0,-7904,1,338,0.0553,649,172295,284333.0,4,Bollywood
The Black Crowes,36,565,0.97,,-3792,1,0.0413,0.0519,683,123573,213693.0,4,Pop
HMLTD,32,261,908,8.0,-5222,1,0.15,144,252,154029,199107.0,4,Blues
The Killers,,546,754,6.0,-5.04,1,0.0415,136,187,118266,303213.0,4,Bollywood
Dudu Faruk,29,0.82,645,9.0,-7233,0,0.18,316,667,97039,155138.0,4,Alt_Music
Korn,74,353,898,2.0,-5877,1,52,0.39,525,103293,255733.0,4,Instrumental
Krystal Klear,,803,941,10.0,-9902,1,126,105,389,127011,242090.0,4,Blues
Blake Shelton,65,664,556,10.0,-7713,1,0.0365,113,494,75049,3.687783333,4,HipHop
Venom,50,291,758,1.0,-12103,1,0.0556,291,446,80601,221693.0,4,Instrumental
Yaron Herman Trio,39,461,109,3.0,-21082,1,0.0391,103,132,118379,4.442666667,5,Acoustic/Folk
The Starting 5ive,35,739,791,10.0,-2881,0,158,0.13,675,96998,170880.0,4,Alt_Music
Willie Jones,48,614,869,9.0,-3234,1,0.0379,0.0903,506,82021,3.2473,4,HipHop
Dodgy,51,578,967,,-6.02,1,0.0604,0.34,736,111735,241307.0,4,Blues
Catey Shaw,52,841,0.26,11.0,-15331,0,0.0565,155,658,114162,3.46998333,4,Rock
Blackberry Smoke,23,278,807,9.0,-6251,1,0.04,976,665,140.83,258331.0,4,Pop
Merrow,35,269,924,11.0,-4446,1,0.0638,0.0719,172,112273,287939.0,3,Instrumental
Phoebe Bridgers,65,369,441,4.0,-11879,1,0.0327,105,218,128968,241640.0,3,Blues
Marta Jobim,51,0.53,108,9.0,-17208,1,0.0663,104,255,137.02,3.045833333,4,Acoustic/Folk
Peled,23,772,761,1.0,-6289,1,0.21,687,646,140009,253283.0,4,Alt_Music
Ulver,40,149,908,9.0,-7941,0,0.0862,0.0713,147,143237,471280.0,3,Instrumental
Foals,49,468,988,7.0,-2741,1,0.0844,0.0982,117,140.95,187026.0,4,Bollywood
Roxette,36,203,717,11.0,-5.82,0,0.0381,976,461,175923,5.761116667,4,Country
Buddy Guy,57,572,348,,-13454,1,0.0293,235,0.34,73303,275267.0,4,Pop
Hugo Helmig,44,554,188,5.0,-11739,1,0.0441,118,273,131481,225317.0,4,Country
Tyler Bryant & the Shakedown,26,516,737,10.0,-5.22,1,0.0992,375,602,133217,168293.0,4,Pop
Дурной Вкус,58,496,914,2.0,-6368,0,0.0351,85,723,172965,184509.0,4,Blues
You Me At Six,47,547,987,1.0,-1789,1,0.0807,0.31,0.5,135014,128613.0,4,Bollywood
Frost*,31,435,841,2.0,-6332,1,0.0532,191,481,160099,312453.0,4,Instrumental
Bauhaus,54,593,691,11.0,-9442,0,113,0.0691,532,153486,576703.0,4,Indie
Leyli,33,472,846,5.0,-9164,0,0.0351,115,549,200038,272773.0,4,Blues
Ulf Janson,40,508,103,7.0,-16596,0,0.0337,108,0.12,120027,2.402566667,4,Acoustic/Folk
Rush,50,222,837,2.0,-6.49,1,0.0794,367,594,200342,214893.0,4,Bollywood
Shlomo Artzi,45,702,596,4.0,-8403,0,0.0279,105,758,131996,303760.0,4,Bollywood
Pure Obsessions & Red Nights,35,536,592,8.0,-9145,1,0.0295,0.0907,0.0549,100015,376800.0,4,Instrumental
Amit Kumar,29,485,808,3.0,-8522,0,0.0495,613,732,64934,6.303116667,4,Metal
Hard-FI,57,557,833,10.0,-4559,1,0.0663,161,815,125205,253307.0,4,Blues
Deadlights,40,0.3,993,2.0,-1437,1,233,302,111,109968,227500.0,4,Bollywood
Incubus,70,246,768,9.0,-7.48,1,0.0387,102,0.35,169873,212733.0,4,Bollywood
White Rabbits,41,529,0.88,,-6758,0,0.0473,603,603,103231,188307.0,4,Indie
"Waylon Jennings, Willie Nelson",55,373,423,9.0,-11642,1,0.0618,0.16,527,187477,2.542216667,3,HipHop
Mikkel Adler,46,0.56,132,9.0,-15864,0,0.0641,112,0.23,88071,3.9981,4,Acoustic/Folk
Nürnberg,30,466,788,,-7434,0,0.0308,634,636,149941,196538.0,4,Blues
DaBaby,84,902,669,1.0,-5049,1,457,0.0728,628,139949,1.875783333,4,Country
Tones And I,52,675,561,1.0,-5845,0,0.0469,0.0921,0.12,131957,3.85878333,4,Country
Duster Bennett,27,458,481,,-6703,1,0.0571,0.0458,636,165041,168507.0,4,Pop
grandson,63,0.39,629,1.0,-4876,0,0.0469,0.0658,162,141983,231667.0,4,Bollywood
Stiff Little Fingers,53,439,971,11.0,-5855,0,177,255,0.24,118369,163880.0,4,Bollywood
Eric Church,62,536,608,9.0,-6385,1,0.0295,128,681,147957,244627.0,4,Indie
The Goo Goo Dolls,49,503,727,,-3256,1,0.0257,128,717,160043,197968.0,4,Country
Duponte et Duponte,59,458,0.0533,10.0,-20472,0,0.0289,0.11,155,96864,2.726516667,4,Acoustic/Folk
Dark Funeral,31,0.16,949,,-4002,1,102,0.0986,0.0393,109021,221427.0,4,Instrumental
Inhaler,53,318,646,5.0,-7.15,0,0.0392,0.0679,172,125986,382800.0,4,Indie
Vinny Virgo,23,492,341,9.0,-9538,0,0.0282,0.3,385,149.9,193915.0,3,Pop
Empyrium,32,271,575,11.0,-9638,0,0.0291,181,0.0867,110849,382947.0,3,Instrumental
Limp Bizkit,75,603,933,1.0,-3358,1,171,206,709,96306,213760.0,4,Bollywood
A Bird Could Love a Fish,41,0.49,516,2.0,-6934,1,0.0421,0.0654,383,156671,4.013516667,4,Rock
Vance Joy,78,628,877,,-4205,1,46,113,721,101992,3.62346667,4,Rock
Passenger,62,508,323,1.0,-13239,1,0.0347,118,472,120861,159761.0,4,Country
Lurrie Bell,17,698,747,5.0,-5364,1,0.0539,281,864,125795,254240.0,4,Pop
Dead by April,56,422,919,2.0,-4168,0,151,0.21,279,149989,243600.0,4,Instrumental
Xzibit,56,724,806,1.0,-6843,0,295,314,586,93863,308907.0,4,Alt_Music
408,,572,741,6.0,-4391,1,0.0321,0.16,367,125993,213333.0,4,Country
Marshmello,76,791,565,5.0,-3933,0,0.0439,156,181,99961,156347.0,4,Country
Allysha Joy,36,0.42,573,8.0,-10353,0,332,0.0911,236,138003,278680.0,5,Indie
Yoni Rechter,42,601,257,7.0,-14934,1,0.0593,138,251,79465,184000.0,4,Bollywood
Small Faces,55,613,555,9.0,-9801,1,72,119,556,127267,166680.0,4,Indie
Itay Levi,46,638,332,3.0,-7805,0,0.0439,142,205,120214,203777.0,4,Country
Tropidelic,45,774,801,7.0,-5203,1,47,0.0419,835,141014,210200.0,4,Bollywood
Karen Lovely,34,761,465,4.0,-7967,0,0.0347,129,652,114004,230533.0,4,Pop
Onlap,45,472,993,,-2756,1,151,364,215,94969,213474.0,4,Instrumental
David Shaw,42,0.56,649,7.0,-4801,1,0.0404,342,385,87934,252245.0,4,Bollywood
Blind Lemon Jefferson,36,475,157,10.0,-19063,1,0.0567,0.0776,519,169224,183066.0,4,Pop
Moneybagg Yo,71,619,573,1.0,-7277,1,393,228,376,175187,166392.0,3,Alt_Music
Ablaye Cissoko,24,519,404,5.0,-7.12,1,0.0749,101,0.35,134366,4.391783333,3,Acoustic/Folk
Digitalism,40,604,808,,-6135,0,0.0438,484,369,128958,250693.0,4,Indie
AC/DC,83,574,913,6.0,-4793,0,133,156,423,115728,208400.0,4,Bollywood
BARON.E,35,651,695,6.0,-6013,0,0.0411,114,262,109992,200440.0,4,Blues
Paulo Mendonca,38,644,617,,-7139,1,0.0287,0.0902,805,99057,208212.0,4,Bollywood
The Velvet Underground,58,201,777,1.0,-10167,1,0.0705,0.0981,235,145733,433573.0,4,Indie
Lata Mangeshkar,36,587,502,6.0,-13034,0,0.0498,0.0813,831,165074,4.356216667,4,Metal
PURRS,25,401,897,,-4318,0,0.0511,0.0628,426,96992,205387.0,4,Bollywood
Revenge Wife,23,719,417,,-9925,1,0.24,0.0984,327,185994,224548.0,4,Country
"Emerson, Lake & Palmer",26,463,0.5,5.0,-13366,1,0.0387,71,399,130749,1244613.0,4,Bollywood
The Brian Jonestown Massacre,63,527,636,5.0,-12888,0,0.0347,204,607,83101,334467.0,4,Blues
Joyous Wolf,38,375,969,7.0,-5704,1,0.06,326,558,179048,207455.0,4,Bollywood
Transvision Vamp,48,465,821,4.0,-11115,1,0.0487,447,697,149824,3.49845,4,Bollywood
Elvis Presley,56,545,714,2.0,-5659,1,0.0562,121,952,94784,1.99333333,4,Bollywood
Enemy Inside,,0.37,985,,-3907,1,126,267,261,169978,211771.0,4,Instrumental
Royal Blood,68,642,823,4.0,-3.68,0,0.0612,216,826,112005,161253.0,4,Country
Black Marble,41,486,0.92,4.0,-6.27,0,0.0518,319,281,164023,173476.0,4,Blues
Filter,50,503,895,7.0,-6228,1,0.0436,319,211,93953,460400.0,4,Bollywood
Xile,11,513,977,8.0,-1821,1,145,57,134,140027,204657.0,4,Instrumental
Zor Beyler,24,454,0.61,2.0,-10629,0,0.0307,368,492,88765,183929.0,4,Bollywood
Boney M.,64,719,907,6.0,-5154,0,0.0502,245,975,127153,272227.0,4,Country
Shai Tsabari,32,436,304,5.0,-9016,0,0.0318,101,283,114008,220400.0,4,Bollywood
Plants and Animals,34,0.59,608,1.0,-9083,1,0.0266,211,536,129393,254938.0,4,Indie
N.O.R.E.,55,791,863,3.0,-6118,0,151,0.27,742,97035,264653.0,4,Alt_Music
MOLYBARON,,0.46,984,5.0,-3572,1,123,0.0418,376,108677,253824.0,3,Instrumental
Joel Hoekstra’s 13,30,433,885,6.0,-3897,0,0.0618,214,493,123104,284268.0,4,Bollywood
Sleeping Wolf,31,488,407,2.0,-8798,0,0.0288,122,0.34,77522,192533.0,4,Bollywood
Jonathan Richman,54,829,388,9.0,-13.55,0,0.0421,271,896,116.5,223840.0,4,Blues
Itamar,22,795,439,9.0,-9116,1,0.0447,0.0562,822,109.96,209973.0,4,Blues
Mukesh,10,393,349,5.0,-11555,1,0.0431,825,546,139002,6.030666667,3,Metal
Prong,37,567,627,5.0,-12229,1,0.0607,0.14,704,94869,254973.0,4,Instrumental
Lou Reed,75,575,318,,-16729,1,109,0.0934,385,104522,254173.0,4,Blues
spill tab,54,447,544,,-6509,1,378,547,625,139925,125643.0,4,Blues
AriBeatz,62,535,755,6.0,-5354,0,0.0559,152,311,191931,169668.0,4,Country
We Butter The Bread With Butter,45,552,978,1.0,-3873,1,173,212,213,135035,223434.0,4,Instrumental
Circles Around The Sun,40,559,511,,-11167,0,0.0326,0.0865,742,87999,740520.0,4,Bollywood
Mukesh,26,336,329,2.0,-11501,0,0.0314,468,525,86281,5.771333333,3,Metal
Skiifall,45,951,348,5.0,-13.05,0,574,106,683,122074,169180.0,4,Alt_Music
Zero 9:36,62,561,966,1.0,-4628,1,0.0735,384,572,108038,169568.0,4,Bollywood
Siouxsie and the Banshees,57,614,721,,-8962,1,0.0322,167,708,146629,175907.0,4,Blues
Derby Motoreta’s Burrito Kachimba,40,356,856,7.0,-4278,1,0.0499,0.0947,582,133076,185094.0,4,Bollywood
Mauricio Galbardi,45,596,233,4.0,-10932,0,0.0569,97,411,98548,2.547616667,4,Acoustic/Folk
Wait for You,49,654,237,1.0,-11855,1,0.0342,0.11,206,136013,3.232266667,4,Rock
L.A. WITCH,36,363,0.81,4.0,-4019,0,0.0397,128,555,118581,233320.0,4,Indie
Snoop Dogg,35,914,672,5.0,-6927,0,213,76,584,96199,243560.0,4,Bollywood
Britney Spears,41,679,795,6.0,-6.5,0,0.0669,0.0601,924,80009,3.371783333,4,Country
Resolve,43,468,964,1.0,-5384,0,0.0931,0.35,185,95035,219185.0,4,Bollywood
Adi-Keshet Cohen,9,377,0.17,3.0,-13604,1,0.0323,278,221,105186,287795.0,3,Blues
Yuksek,28,667,758,8.0,-3955,1,0.0471,0.0708,307,128974,255293.0,4,Indie
DJ BORING,37,684,691,4.0,-8905,0,0.0522,0.0593,554,124007,330458.0,4,Indie
Tone-Loc,59,943,685,7.0,-11903,1,188,0.0604,813,125515,263573.0,4,Alt_Music
Love Fame Tragedy,42,608,562,,-5.63,1,77,103,0.66,179988,189293.0,4,Blues
Fate DeStroyed,38,0.52,962,2.0,-4294,1,131,103,177,102039,216451.0,3,Instrumental
Billie Marten,46,332,319,4.0,-11599,1,0.0434,107,273,174861,243973.0,3,Blues
Holding Absence,40,543,948,1.0,-2567,1,0.0462,0.35,458,123035,256200.0,4,Bollywood
easy life,58,779,733,9.0,-8137,0,0.0734,591,515,115009,178714.0,4,Country
FishXGrits,26,0.77,506,10.0,-8854,0,0.12,125,507,124042,124011.0,4,Country
Hot Chip,19,677,763,8.0,-8306,0,0.0395,291,347,125986,619787.0,4,Indie
Patti Smith,67,466,763,11.0,-7748,0,0.0391,119,473,123539,204800.0,4,Blues
Amy Allen,43,768,523,2.0,-5088,1,0.0374,0.1,538,115934,200320.0,4,Country
Idan Amedi,43,338,904,,-3855,1,0.0587,0.0785,674,141257,215573.0,4,Country
Edge Of Sanity,40,75,929,7.0,-5371,1,107,344,281,181015,195587.0,4,Instrumental
JAE5,68,561,722,4.0,-6437,0,68,175,173,103099,234027.0,4,Country
morgxn,46,696,0.79,8.0,-4633,0,0.0438,172,555,115015,176413.0,4,Indie
Volbeat,62,374,903,10.0,-4.49,1,0.0825,244,429,109118,263080.0,3,Bollywood
Danny Kroha,42,751,486,,-7.8,1,0.0523,0.0849,928,105997,169040.0,4,Pop
Otherkin,32,413,862,8.0,-4118,1,0.0362,0.0932,547,91017,187827.0,4,Blues
Ramones,60,0.42,965,,-1986,1,0.0403,0.0784,846,176243,169920.0,4,Bollywood
Angel Witch,49,238,759,,-12476,1,0.0624,608,732,193044,203933.0,4,Instrumental
Cake,57,752,809,9.0,-8399,1,0.0598,169,658,106999,237827.0,4,Bollywood
Jazzbois,45,644,284,9.0,-14867,0,179,148,711,85191,250000.0,4,Alt_Music
Cavetown,62,568,453,4.0,-7453,1,0.0258,135,224,134996,271420.0,4,Country
tiger bae,28,624,0.53,10.0,-9092,0,0.0486,0.0839,715,145047,219000.0,4,Country
R.E.M.,50,369,948,2.0,-3923,1,0.0376,169,696,94459,240307.0,4,Bollywood
Liz Lawrence,41,609,796,9.0,-8157,1,0.0331,626,819,155046,197000.0,4,Blues
Brandi Carlile,58,577,0.53,7.0,-6749,1,0.0312,103,0.22,85471,241147.0,4,Country
Twinkle,32,603,506,9.0,-9531,1,0.0391,0.0553,735,124953,191493.0,4,Blues
Theory of a Deadman,50,0.56,772,6.0,-6096,0,0.0836,156,788,170.08,202179.0,4,Bollywood
R. D. Burman,6,359,677,2.0,-8616,1,0.0488,315,494,114513,2.583783333,4,Metal
Humble Pie,33,299,634,2.0,-13589,1,0.0438,118,516,144189,387640.0,3,Pop
Salcao,49,485,0.0683,7.0,-17572,1,0.0719,109,235,72684,2.43635,4,Acoustic/Folk
A Day To Remember,62,458,949,,-3243,1,115,306,518,164073,173520.0,4,Bollywood
Counting Crows,51,471,639,,-7989,1,0.0885,717,472,149146,317027.0,4,Bollywood
Hanan Ben Ari,41,678,668,1.0,-6994,0,0.0386,156,737,74997,223867.0,4,Country
Fleetwood Mac,68,654,336,6.0,-12825,1,0.0379,0.0786,947,176083,2.24,4,Rock
J. Cole,86,725,713,4.0,-6173,0,187,617,207,65988,148421.0,4,Alt_Music
Nikonn,31,653,414,,-14137,1,27,0.09,181,100018,216590.0,4,Blues
The Interrupters,60,577,936,11.0,-2924,0,78,413,899,168879,170453.0,4,Bollywood
Haiva Ru,41,712,604,11.0,-8961,0,0.0307,117,566,110022,225969.0,4,Country
Willie Dixon,50,469,236,7.0,-16981,1,0.0364,215,415,82232,399173.0,4,Pop
Ana Popovic,41,431,892,,-4103,1,114,211,844,185965,243200.0,4,Pop
Living Colour,50,615,477,2.0,-8816,1,92,231,731,156008,259467.0,4,Instrumental
Halflives,44,701,821,5.0,-4496,0,0.0335,0.0875,651,107.99,203333.0,4,Bollywood
Sixth Street Quartet,37,611,421,5.0,-11988,0,0.0277,118,495,140547,2.533216667,4,Acoustic/Folk
The Recall,25,581,348,1.0,-13138,1,0.0339,263,135,112123,205714.0,4,Indie
Karl Hector & The Malcouns,36,361,0.91,9.0,-7914,1,0.0943,122,305,108168,486861.0,4,Bollywood
Eric Johnson,60,449,775,7.0,-12029,1,0.0405,248,313,94907,249768.0,4,Bollywood
Coldplay,85,507,828,10.0,-6023,1,0.0449,261,489,178032,211295.0,4,Indie
Green Day,60,499,958,9.0,-5417,1,0.0898,432,359,127491,205440.0,4,Bollywood
The Detroit Cobras,43,537,823,9.0,-5874,1,0.0322,122,759,132241,151827.0,4,Indie
"Westlife, Quiz & Larossi",1,381,381,6.0,-6132,1,0.0264,0.08,0.0734,84891,3.459116667,3,Country
Adam Baldych,28,0.19,136,10.0,-14818,1,0.0404,0.0768,0.0819,71597,425905.0,4,Blues
Andy Miller Group,54,0.46,115,1.0,-20167,1,0.0363,0.23,0.0722,102907,3.011516667,3,Acoustic/Folk
Chava Alberstein,36,461,0.19,7.0,-11626,1,0.0324,185,412,75693,202933.0,3,Bollywood
The Cult,50,532,699,4.0,-9496,1,0.0618,0.0925,837,135425,217467.0,4,Bollywood
Ozzy Osbourne,69,282,656,8.0,-6557,1,0.0302,0.0892,242,139352,251867.0,4,Instrumental
The Rolling Stones,,394,465,,-11755,1,0.0501,155,391,105006,3234,4,Rock
The Lone Bellow,54,526,837,4.0,-5007,1,0.0526,298,625,79715,231880.0,4,Indie
Fantastic Negrito,46,645,0.74,4.0,-8626,0,0.0324,338,672,94931,172333.0,4,Pop
Bon Jovi,52,408,634,9.0,-6087,1,29,0.0903,139,80249,334240.0,4,Bollywood
JP Saxe,62,536,426,7.0,-10446,1,123,147,375,135872,211567.0,4,Blues
Vandenberg,51,0.66,0.0863,2.0,-19892,1,0.0597,117,153,131096,2.579166667,4,Acoustic/Folk
Cage The Elephant,59,326,948,1.0,-4315,0,0.0606,367,358,166397,241320.0,4,Bollywood
Mudvayne,49,602,935,11.0,-4802,0,0.0755,0.0621,202,124989,276307.0,4,Instrumental
Spiritual Beggars,32,0.32,0.96,7.0,-7.01,1,55,334,562,140861,154307.0,4,Bollywood
Alter Bridge,61,276,658,7.0,-5418,1,0.0329,161,0.16,172326,259133.0,4,Bollywood
daysormay,40,676,674,7.0,-5301,0,0.0582,153,462,103951,187041.0,4,Indie
Foreigner,36,437,671,6.0,-6574,1,0.0332,972,0.47,83875,6.280883333,4,Country
Claustrofobia,19,312,987,1.0,-4646,1,137,279,187,107271,216715.0,4,Instrumental
Philip Sayce,24,473,913,8.0,-6.05,1,0.0594,487,594,94518,203347.0,4,Pop
Beach Bunny,58,627,935,4.0,-3257,1,0.0495,335,903,80986,2.29335,4,Country
Eric Burdon,45,764,662,9.0,-10231,0,263,0.0918,808,88784,237400.0,4,Bollywood
Hanan Ben Ari,33,472,207,2.0,-11287,1,0.0326,115,0.32,86656,176896.0,4,Country
Megadeth,51,355,973,4.0,-7004,0,71,142,628,187385,152600.0,4,Instrumental
Nicki Minaj,69,635,634,1.0,-8.91,0,356,198,224,107008,217883.0,4,Alt_Music
Donnoven,29,683,298,9.0,-11.25,0,327,109,387,120007,164009.0,4,Country
Metallica,65,0.55,824,9.0,-7848,0,0.0347,0.0865,332,131387,403867.0,4,Instrumental
Enforced,30,332,995,8.0,-6366,1,125,0.0762,0.34,95329,274816.0,4,Instrumental
KiNG MALA,60,796,426,9.0,-7994,1,0.0324,171,572,100006,183570.0,4,Blues
Silver Lake by Esa Holopainen,38,462,821,9.0,-5531,0,0.0418,179,337,129941,211316.0,4,Instrumental
renforshort,55,572,747,10.0,-6237,1,0.0943,108,0.3,158051,155275.0,4,Bollywood
The Cold Stares,42,607,802,7.0,-7345,1,0.0488,242,636,85.98,181218.0,4,Bollywood
The Brook & The Bluff,53,546,279,6.0,-10435,1,0.0279,176,0.26,109689,3.00781667,4,Rock
Band Of Skulls,44,428,966,7.0,-2207,1,116,0.0719,505,166.06,168937.0,4,Pop
Kavita Krishnamurthy,41,529,836,1.0,-8429,1,0.0751,156,652,97.22,7.03645,4,Metal
Layten Kramer,31,559,668,3.0,-5511,1,0.0287,226,0.51,118.94,228271.0,4,Bollywood
Shlomo Artzi,28,0.52,645,8.0,-8926,1,0.0507,132,546,105646,173400.0,4,Bollywood
Front Country,19,705,633,7.0,-7631,1,44,106,662,92039,268195.0,4,Indie
Kamo Mphela,52,775,479,8.0,-12928,1,341,105,399,150648,365365.0,5,Country
Roger Eno,45,277,0.0456,10.0,-21903,0,0.0529,107,0.0398,99421,262920.0,3,Indie
Joshua Henry,45,742,846,11.0,-3956,0,126,129,0.91,159991,171240.0,4,Country
Kai Ca$h,36,723,598,11.0,-8146,0,215,168,641,139929,180271.0,4,Alt_Music
220 KID,42,488,279,2.0,-9292,1,0.0506,125,414,145728,175240.0,5,Country
Rizzle Kicks,61,753,0.88,4.0,-4689,0,0.0806,0.24,794,115057,186851.0,4,Country
The Shins,51,462,754,7.0,-3361,1,0.0459,118,475,110397,168533.0,3,Indie
Foster The People,48,735,689,3.0,-4575,0,0.0379,0.0499,624,114983,252067.0,4,Blues
The Greenhornes,24,0.39,407,9.0,-9737,1,0.0284,129,681,95.75,247307.0,4,Pop
Otis Kane,47,756,732,7.0,-7713,1,0.0692,115,505,169001,156270.0,4,Indie
The Stone Roses,40,643,726,,-8973,1,0.0529,0.0801,553,94026,422173.0,4,Bollywood
American Authors,56,686,885,,-4754,1,0.0377,147,616,120066,178560.0,4,Bollywood
Stepson,42,468,998,11.0,-2158,1,235,0.39,0.0705,99928,171880.0,4,Bollywood
Job Kurian,17,302,842,,-8307,0,0.0586,0.0937,505,94614,229973.0,4,Blues
Survivor,73,815,438,,-14522,0,0.0346,0.0787,552,108965,4.06288333,4,Bollywood
Yo La Tengo,59,628,455,7.0,-12436,1,0.0427,135,858,102.09,318373.0,4,Blues
Forty Foot,27,383,916,9.0,-5562,1,0.0467,125,271,89927,233225.0,4,Bollywood
PÆRISH,31,324,883,2.0,-3544,0,0.0444,212,0.24,158035,261301.0,4,Bollywood
Peled,16,463,562,,-7574,0,0.0902,227,383,121.43,250175.0,4,Alt_Music
Lala Lala,46,591,286,5.0,-9439,0,0.0261,133,311,73367,263727.0,4,Blues
Jutes,45,472,858,7.0,-5814,1,0.0461,234,552,160.05,175871.0,4,Country
TeeZandos,45,649,0.57,9.0,-7537,0,213,114,463,139831,240000.0,4,Alt_Music
The Outfield,48,491,834,2.0,-11204,1,0.0571,196,481,124122,4.77445,4,Bollywood
Another Now,38,533,972,11.0,-5913,0,254,336,117,130071,196880.0,4,Bollywood
Papooz,46,456,527,,-9697,1,0.0257,109,126,146061,248085.0,4,Blues
Viagra Boys,44,493,839,9.0,-5.75,1,0.0431,199,0.36,122996,279817.0,4,Bollywood
"Ash King, Sachin-Jigar",58,527,622,7.0,-8172,0,0.0842,126,672,173709,3.43625,4,Metal
Robbie Williams,28,333,742,,-9151,1,0.0393,0.96,303,98099,4.4544,4,Country
Beck,54,0.55,377,4.0,-9933,1,0.0254,126,261,113608,319787.0,4,Bollywood
Gang Of Four,38,0.65,518,,-9069,1,301,0.0969,603,138822,210867.0,4,Blues
Watain,32,175,993,4.0,-3179,1,143,185,0.0396,123699,405867.0,4,Instrumental
Ravid Plotnik,35,545,671,9.0,-9.54,1,0.0817,0.61,473,81863,169107.0,4,Alt_Music
Jimbo J,53,665,583,9.0,-7271,0,43,311,365,105004,218370.0,4,Country
Coldplay,68,0.55,796,7.0,-7262,1,0.0378,123,0.51,89876,216493.0,4,Country
Hila Ruach,12,475,473,,-10272,1,0.0789,161,118,78806,145293.0,4,Blues
Chris Cornell,51,142,657,1.0,-5767,1,0.0423,319,0.0377,179119,265973.0,4,Bollywood
Pale Honey,40,631,531,6.0,-8238,0,0.0267,124,301,111938,239276.0,4,Blues
Louisahhh,52,585,969,6.0,-5.58,1,0.0587,286,138,131987,309107.0,4,Instrumental
Mr. Oizo,51,0.94,425,,-11584,1,0.55,273,499,128989,316973.0,4,Indie
Coldplay,50,245,471,9.0,-7952,0,0.0313,126,287,165996,206693.0,4,Country
The Rock-A-Teens,34,586,784,4.0,-12678,1,0.0433,115,802,115062,129587.0,4,Bollywood
Holehearted,29,225,967,7.0,-2785,1,247,693,255,189557,173403.0,4,Instrumental
Loud Luxury,60,741,722,8.0,-5471,0,0.0824,0.0678,774,120086,171294.0,4,Country
Chubby Checker,60,571,618,4.0,-5682,1,0.0371,178,852,156892,155040.0,4,Bollywood
Mystikal,58,914,607,7.0,-5658,1,0.32,0.0515,666,98054,256973.0,4,Alt_Music
The Dead Daisies,52,358,0.93,7.0,-3389,1,0.0715,191,309,142011,203413.0,4,Bollywood
ROMES,,671,756,2.0,-5914,1,0.0504,273,277,110016,167000.0,4,Bollywood
Death From Above 1979,41,334,957,,-2189,1,0.0737,212,418,90071,188280.0,4,Bollywood
"Xavier Davis, Carl Allen, Dwayne Burno",44,458,217,5.0,-16582,1,0.0328,194,128,107506,8.03645,4,Acoustic/Folk
Middle Kids,39,549,758,8.0,-5991,1,0.0262,213,486,109975,188347.0,4,Indie
